124,124,124,124,124,124,124,132,124,124,124,124,132,124,124,124,124,124,124,116,115,107
124,132,124,124,124,132,132,132,124,124,132,124,132,132,132,132,124,124,124,124,115,107
124,124,124,124,132,132,132,132,132,132,132,124,132,132,132,124,124,124,124,116,116,99
124,124,132,132,124,132,132,132,132,132,132,132,132,132,132,124,132,124,124,124,115,107
124,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,124,132,124,115,107
132,124,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,124,124,115,99
124,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,124,115,99
132,132,132,132,132,132,132,132,140,132,132,132,140,132,132,132,132,132,132,124,115,107
132,132,132,140,132,132,132,132,132,132,132,132,140,132,132,132,132,124,132,124,115,99
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,124,115,99
132,132,132,132,132,132,132,132,132,132,132,132,132,140,132,132,132,132,132,124,115,107
132,132,132,132,132,132,132,132,132,140,140,132,132,140,132,132,132,132,132,124,115,99
132,132,132,132,132,132,132,132,132,132,132,132,132,132,140,132,132,132,132,124,115,99
132,132,132,132,132,132,140,132,140,132,132,132,132,140,140,140,140,132,132,124,115,91
132,132,132,140,132,132,132,132,132,132,132,140,140,140,140,132,140,132,132,116,123,82
132,132,132,132,132,140,140,140,132,132,132,140,140,140,140,140,140,132,132,124,115,107
132,132,132,132,132,132,132,132,132,132,140,140,140,132,132,140,140,132,132,123,107,115
132,132,132,132,132,132,140,132,140,140,140,140,140,140,140,140,140,140,132,124,115,115
