132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,116,107,116,115
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,124,107,116,116
132,132,140,132,132,140,140,132,132,132,132,132,140,140,140,132,132,124,116,115,116,116
132,132,132,132,140,140,140,140,140,132,132,140,132,140,140,132,132,132,116,107,124,116
132,132,140,140,140,140,140,140,132,140,140,140,140,140,140,140,132,132,124,115,124,124
140,132,132,140,140,132,140,132,140,140,140,140,140,140,140,140,132,132,124,115,115,124
140,132,140,140,140,140,140,140,140,132,140,140,140,140,140,140,140,132,124,115,123,124
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,132,132,115,123,132
132,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,132,124,115,124,132
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,132,124,115,115,132
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,132,124,115,124,132
132,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,132,132,115,124,132
132,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,124,115,132,132
140,140,140,140,140,140,140,140,140,140,132,140,148,148,140,140,140,140,124,115,132,132
140,140,140,140,140,140,140,140,140,140,140,148,140,140,148,140,140,132,132,115,132,132
140,140,140,140,140,140,140,140,140,140,140,140,140,140,148,148,140,140,124,115,132,132
140,140,140,148,140,140,140,140,140,140,148,140,140,140,148,140,140,140,124,123,140,132
140,140,140,140,140,140,140,140,140,140,140,140,148,148,148,140,140,140,132,123,132,132
